zipcode,price,status,lat,long
98001,260000.0,buy,47.3351,-122.282
98001,170000.0,Not Buy,47.3096,-122.241
98001,317000.0,Not Buy,47.3337,-122.26
98001,335000.0,Not Buy,47.2649,-122.292
98001,359500.0,Not Buy,47.3537,-122.274
98001,248000.0,buy,47.3304,-122.277
98001,265000.0,buy,47.3375,-122.291
98001,215000.0,Not Buy,47.2666,-122.254
98001,139000.0,buy,47.3003,-122.27
98001,199129.0,Not Buy,47.295,-122.275
98001,285000.0,Not Buy,47.2874,-122.283
98001,280000.0,buy,47.2702,-122.29
98001,240000.0,buy,47.2633,-122.281
98001,214000.0,buy,47.3314,-122.29
98001,275000.0,buy,47.2873,-122.283
98001,274000.0,buy,47.3381,-122.289
98001,204700.0,buy,47.3406,-122.284
98001,169100.0,buy,47.3206,-122.269
98001,250000.0,buy,47.3206,-122.269
98001,370000.0,Not Buy,47.2875,-122.289
98001,571500.0,Not Buy,47.2993,-122.293
98001,182500.0,buy,47.2734,-122.248
98001,551870.0,Not Buy,47.2867,-122.27
98001,250600.0,buy,47.3261,-122.26
98001,541500.0,Not Buy,47.3121,-122.253
98001,303000.0,Not Buy,47.34,-122.271
98001,200000.0,buy,47.2956,-122.285
98001,219000.0,buy,47.268,-122.245
98001,225000.0,Not Buy,47.2886,-122.274
98001,360000.0,Not Buy,47.3385,-122.264
98001,124500.0,Not Buy,47.264,-122.258
98001,292500.0,Not Buy,47.3351,-122.289
98001,270000.0,buy,47.3413,-122.277
98001,305000.0,Not Buy,47.2681,-122.267
98001,285000.0,Not Buy,47.33,-122.278
98001,239950.0,buy,47.2653,-122.285
98001,226500.0,buy,47.3355,-122.284
98001,370000.0,Not Buy,47.3211,-122.277
98001,248000.0,buy,47.2734,-122.251
98001,340000.0,Not Buy,47.2614,-122.29
98001,238000.0,buy,47.3314,-122.275
98001,250000.0,buy,47.3298,-122.277
98001,209000.0,buy,47.3364,-122.276
98001,411000.0,Not Buy,47.2831,-122.279
98001,229500.0,buy,47.2887,-122.269
98001,310000.0,Not Buy,47.3515,-122.291
98001,255000.0,buy,47.2616,-122.281
98001,280000.0,buy,47.3358,-122.265
98001,420000.0,Not Buy,47.3238,-122.292
98001,256000.0,buy,47.3327,-122.29
98001,246900.0,buy,47.3068,-122.27
98001,199950.0,Not Buy,47.275,-122.278
98001,233000.0,buy,47.3069,-122.271
98001,299900.0,Not Buy,47.3336,-122.269
98001,299999.0,Not Buy,47.2932,-122.283
98001,178500.0,Not Buy,47.2883,-122.272
98001,232000.0,buy,47.3182,-122.271
98001,271920.0,buy,47.3315,-122.265
98001,257000.0,buy,47.3314,-122.275
98001,210000.0,buy,47.3378,-122.263
98001,247000.0,buy,47.3398,-122.286
98001,115000.0,buy,47.2951,-122.284
98001,227000.0,buy,47.2951,-122.284
98001,198000.0,buy,47.2752,-122.251
98001,185900.0,Not Buy,47.2763,-122.257
98001,235000.0,buy,47.3417,-122.281
98001,190848.0,buy,47.3344,-122.28
98001,314950.0,Not Buy,47.2901,-122.279
98001,185000.0,Not Buy,47.2649,-122.285
98001,174000.0,Not Buy,47.2616,-122.251
98001,184000.0,buy,47.3251,-122.268
98001,313100.0,Not Buy,47.353,-122.272
98001,166000.0,buy,47.2972,-122.267
98001,165000.0,Not Buy,47.2756,-122.27
98001,132500.0,buy,47.32,-122.278
98001,290000.0,Not Buy,47.353,-122.294
98001,206000.0,buy,47.3063,-122.27
98001,485000.0,Not Buy,47.3528,-122.267
98001,500000.0,Not Buy,47.3296,-122.256
98001,429000.0,Not Buy,47.3259,-122.289
98001,270000.0,buy,47.2598,-122.281
98001,227000.0,buy,47.2576,-122.255
98001,300000.0,Not Buy,47.3155,-122.266
98001,201000.0,buy,47.2633,-122.245
98001,372000.0,Not Buy,47.3161,-122.27
98001,215000.0,buy,47.3185,-122.29
98001,199900.0,buy,47.3266,-122.291
98001,207000.0,buy,47.3221,-122.282
98001,367950.0,Not Buy,47.3511,-122.287
98001,262500.0,buy,47.2741,-122.266
98001,289000.0,Not Buy,47.3462,-122.286
98001,300000.0,Not Buy,47.3195,-122.273
98001,321500.0,Not Buy,47.3148,-122.27
98001,245000.0,buy,47.3319,-122.267
98001,199000.0,buy,47.3229,-122.283
98001,175000.0,buy,47.3341,-122.279
98001,139950.0,buy,47.2781,-122.25
98001,234000.0,buy,47.263,-122.242
98001,234950.0,buy,47.3412,-122.273
98001,171500.0,Not Buy,47.2642,-122.258
98001,234500.0,buy,47.3427,-122.274
98001,246000.0,buy,47.3503,-122.279
98001,220000.0,buy,47.3353,-122.27
98001,229950.0,buy,47.3067,-122.285
98001,290000.0,Not Buy,47.3444,-122.271
98001,250000.0,buy,47.2639,-122.285
98001,215500.0,Not Buy,47.2613,-122.248
98001,289000.0,Not Buy,47.2592,-122.291
98001,234950.0,buy,47.3375,-122.276
98001,285000.0,Not Buy,47.3417,-122.277
98001,335000.0,Not Buy,47.2758,-122.265
98001,220000.0,buy,47.2668,-122.231
98001,367300.0,Not Buy,47.3535,-122.273
98001,535000.0,Not Buy,47.319,-122.26
98001,321000.0,Not Buy,47.3371,-122.256
98001,230000.0,buy,47.2668,-122.252
98001,289950.0,Not Buy,47.3196,-122.272
98001,250000.0,buy,47.2601,-122.286
98001,175000.0,buy,47.3377,-122.291
98001,360000.0,Not Buy,47.3182,-122.279
98001,389000.0,Not Buy,47.3547,-122.285
98001,100000.0,Not Buy,47.2777,-122.252
98001,162500.0,buy,47.3369,-122.275
98001,205000.0,buy,47.2845,-122.267
98001,409000.0,Not Buy,47.3157,-122.251
98001,172500.0,buy,47.2629,-122.275
98001,245000.0,buy,47.3241,-122.275
98001,276000.0,buy,47.3318,-122.281
98001,264500.0,buy,47.2932,-122.267
98001,154000.0,Not Buy,47.2861,-122.252
98001,225000.0,Not Buy,47.2873,-122.251
98001,215000.0,buy,47.3413,-122.29
98001,455000.0,Not Buy,47.3179,-122.257
98001,340000.0,Not Buy,47.3503,-122.291
98001,212000.0,buy,47.2587,-122.253
98001,280000.0,buy,47.3299,-122.269
98001,274950.0,buy,47.3207,-122.275
98001,280000.0,buy,47.3303,-122.269
98001,295000.0,Not Buy,47.3385,-122.256
98001,338500.0,Not Buy,47.3373,-122.266
98001,250000.0,buy,47.2949,-122.269
98001,245000.0,buy,47.3303,-122.268
98001,237000.0,buy,47.2739,-122.249
98001,234950.0,buy,47.2671,-122.233
98001,278000.0,buy,47.3073,-122.272
98001,210000.0,buy,47.3404,-122.28
98001,150000.0,buy,47.2958,-122.285
98001,190000.0,buy,47.2649,-122.242
98001,182500.0,buy,47.3337,-122.275
98001,175000.0,buy,47.3095,-122.283
98001,299000.0,Not Buy,47.3095,-122.283
98001,197000.0,buy,47.3324,-122.28
98001,305000.0,Not Buy,47.3352,-122.278
98001,287600.0,Not Buy,47.343,-122.28
98001,258000.0,buy,47.2634,-122.289
98001,199500.0,buy,47.2958,-122.284
98001,220000.0,buy,47.2589,-122.279
98001,179900.0,Not Buy,47.2878,-122.251
98001,270000.0,buy,47.2712,-122.265
98001,425000.0,Not Buy,47.3185,-122.259
98001,287500.0,Not Buy,47.338,-122.258
98001,255000.0,buy,47.3144,-122.278
98001,315000.0,Not Buy,47.3397,-122.266
98001,363000.0,Not Buy,47.2871,-122.287
98001,240000.0,buy,47.3556,-122.294
98001,225000.0,buy,47.3394,-122.281
98001,260000.0,buy,47.3357,-122.275
98001,230000.0,buy,47.2899,-122.287
98001,637000.0,Not Buy,47.3114,-122.262
98001,260000.0,buy,47.3257,-122.276
98001,290000.0,Not Buy,47.3303,-122.271
98001,160000.0,buy,47.258,-122.252
98001,194250.0,buy,47.2633,-122.244
98001,222400.0,buy,47.2649,-122.252
98001,183500.0,Not Buy,47.2699,-122.255
98001,625000.0,Not Buy,47.274,-122.287
98001,310000.0,Not Buy,47.3208,-122.273
98001,254999.0,buy,47.3318,-122.277
98001,460000.0,Not Buy,47.2619,-122.271
98001,230000.0,Not Buy,47.2898,-122.251
98001,205000.0,buy,47.2769,-122.264
98001,168000.0,Not Buy,47.2749,-122.252
98001,225000.0,buy,47.3397,-122.291
98001,159000.0,buy,47.2861,-122.253
98001,199900.0,Not Buy,47.2664,-122.256
98001,328000.0,Not Buy,47.3165,-122.252
98001,359000.0,Not Buy,47.3058,-122.277
98001,250000.0,buy,47.2589,-122.256
98001,349500.0,Not Buy,47.3515,-122.275
98001,355000.0,Not Buy,47.3522,-122.275
98001,331210.0,Not Buy,47.2911,-122.266
98001,272000.0,buy,47.3059,-122.28
98001,215000.0,buy,47.2872,-122.257
98001,275000.0,buy,47.2776,-122.251
98001,245000.0,buy,47.2689,-122.24
98001,351000.0,Not Buy,47.3054,-122.276
98001,254950.0,buy,47.3052,-122.283
98001,309000.0,Not Buy,47.2602,-122.284
98001,370228.0,Not Buy,47.3525,-122.275
98001,205000.0,buy,47.2607,-122.25
98001,216000.0,buy,47.2874,-122.257
98001,255000.0,buy,47.259,-122.256
98001,415000.0,Not Buy,47.3359,-122.257
98001,427000.0,Not Buy,47.3453,-122.267
98001,453000.0,Not Buy,47.2953,-122.265
98001,552900.0,Not Buy,47.2851,-122.277
98001,524225.0,Not Buy,47.2905,-122.264
98001,349950.0,Not Buy,47.3427,-122.278
98001,424000.0,Not Buy,47.344,-122.269
98001,317500.0,Not Buy,47.2599,-122.256
98001,345500.0,Not Buy,47.3518,-122.275
98001,260000.0,buy,47.2671,-122.256
98001,499160.0,Not Buy,47.2904,-122.264
98001,329995.0,Not Buy,47.2599,-122.283
98001,353000.0,Not Buy,47.3511,-122.275
98001,447500.0,Not Buy,47.3003,-122.263
98001,270500.0,buy,47.2615,-122.252
98001,457000.0,Not Buy,47.2958,-122.265
98001,274900.0,buy,47.2602,-122.246
98001,280000.0,buy,47.2602,-122.252
98001,110000.0,Not Buy,47.2655,-122.244
98001,353500.0,Not Buy,47.3523,-122.275
98001,255000.0,buy,47.2679,-122.255
98001,549950.0,Not Buy,47.2931,-122.264
98001,510000.0,Not Buy,47.2949,-122.27
98001,277950.0,buy,47.2676,-122.256
98001,375900.0,Not Buy,47.3457,-122.27
98001,215000.0,buy,47.2706,-122.254
98001,235245.0,buy,47.2606,-122.253
98001,375500.0,Not Buy,47.346,-122.269
98001,349950.0,Not Buy,47.3428,-122.278
98001,495000.0,Not Buy,47.3162,-122.272
98001,269950.0,buy,47.2606,-122.254
98001,312891.0,Not Buy,47.3052,-122.276
98001,480000.0,Not Buy,47.3444,-122.269
98001,341780.0,Not Buy,47.3507,-122.291
98001,541800.0,Not Buy,47.2931,-122.264
98002,189000.0,buy,47.3089,-122.21
98002,233000.0,Not Buy,47.3048,-122.218
98002,225000.0,Not Buy,47.3221,-122.216
98002,250000.0,Not Buy,47.2785,-122.213
98002,266000.0,Not Buy,47.3521,-122.212
98002,200000.0,buy,47.2876,-122.212
98002,214000.0,Not Buy,47.3221,-122.215
98002,234000.0,buy,47.3113,-122.207
98002,218500.0,buy,47.3098,-122.21
98002,208000.0,Not Buy,47.2898,-122.221
98002,249950.0,Not Buy,47.2844,-122.216
98002,224000.0,buy,47.3107,-122.212
98002,247500.0,Not Buy,47.308,-122.209
98002,180000.0,Not Buy,47.3043,-122.216
98002,176250.0,buy,47.3056,-122.217
98002,370000.0,Not Buy,47.3054,-122.221
98002,250000.0,Not Buy,47.3188,-122.212
98002,208000.0,buy,47.278,-122.205
98002,183000.0,Not Buy,47.2853,-122.22
98002,210000.0,buy,47.3065,-122.222
98002,280000.0,Not Buy,47.3262,-122.214
98002,300000.0,Not Buy,47.3262,-122.214
98002,175000.0,Not Buy,47.301,-122.226
98002,161500.0,buy,47.2811,-122.214
98002,254600.0,Not Buy,47.2973,-122.08
98002,250750.0,Not Buy,47.3167,-122.214
98002,219950.0,Not Buy,47.3115,-122.209
98002,255000.0,Not Buy,47.3063,-122.223
98002,257200.0,Not Buy,47.3066,-122.209
98002,222000.0,buy,47.325,-122.205
98002,206000.0,Not Buy,47.2808,-122.225
98002,213500.0,buy,47.3245,-122.209
98002,188200.0,buy,47.2979,-122.224
98002,95000.0,Not Buy,47.3046,-122.215
98002,276000.0,Not Buy,47.3182,-122.212
98002,125000.0,Not Buy,47.285,-122.211
98002,245000.0,Not Buy,47.311,-122.227
98002,270000.0,Not Buy,47.2863,-122.196
98002,285000.0,Not Buy,47.2831,-122.199
98002,183000.0,Not Buy,47.335,-122.215
98002,156000.0,Not Buy,47.3012,-122.218
98002,238000.0,Not Buy,47.2802,-122.211
98002,245000.0,Not Buy,47.2875,-122.218
98002,190000.0,buy,47.2848,-122.223
98002,248500.0,Not Buy,47.3095,-122.217
98002,195000.0,buy,47.3249,-122.207
98002,199950.0,buy,47.3098,-122.218
98002,233500.0,Not Buy,47.2903,-122.214
98002,235000.0,Not Buy,47.3117,-122.208
98002,150000.0,Not Buy,47.303,-122.217
98002,215000.0,Not Buy,47.3343,-122.217
98002,257500.0,Not Buy,47.2924,-122.197
98002,111300.0,Not Buy,47.3066,-122.223
98002,142500.0,Not Buy,47.3109,-122.225
98002,269000.0,Not Buy,47.3262,-122.211
98002,230000.0,buy,47.3136,-122.208
98002,239000.0,Not Buy,47.2918,-122.197
98002,154950.0,Not Buy,47.277,-122.211
98002,197000.0,buy,47.288,-122.196
98002,225500.0,buy,47.3177,-122.21
98002,279950.0,Not Buy,47.3109,-122.229
98002,286285.0,Not Buy,47.3207,-122.209
98002,194900.0,Not Buy,47.3057,-122.216
98002,187000.0,Not Buy,47.3344,-122.216
98002,224950.0,buy,47.286,-122.218
98002,135000.0,Not Buy,47.305,-122.215
98002,195000.0,buy,47.3137,-122.212
98002,330000.0,Not Buy,47.2909,-122.219
98002,319450.0,Not Buy,47.3065,-122.219
98002,292500.0,Not Buy,47.3523,-122.213
98002,245000.0,Not Buy,47.2934,-122.215
98002,193000.0,buy,47.2925,-122.219
98002,186000.0,Not Buy,47.299,-122.228
98002,389000.0,Not Buy,47.3244,-122.217
98002,288000.0,Not Buy,47.3191,-122.213
98002,224000.0,buy,47.2872,-122.212
98002,236000.0,Not Buy,47.3411,-122.219
98002,200000.0,Not Buy,47.3101,-122.212
98002,224000.0,buy,47.2943,-122.227
98002,275000.0,Not Buy,47.2866,-122.217
98002,305000.0,Not Buy,47.3215,-122.204
98002,160000.0,Not Buy,47.305,-122.218
98002,200000.0,buy,47.3184,-122.22
98002,112000.0,Not Buy,47.3075,-122.217
98002,235000.0,Not Buy,47.285,-122.206
98002,225000.0,buy,47.3121,-122.215
98002,215000.0,Not Buy,47.2898,-122.222
98002,125000.0,Not Buy,47.2892,-122.22
98002,208000.0,Not Buy,47.2892,-122.22
98002,250000.0,Not Buy,47.3046,-122.22
98002,205000.0,buy,47.2761,-122.208
98002,184500.0,Not Buy,47.334,-122.214
98002,195000.0,Not Buy,47.3007,-122.228
98002,222000.0,buy,47.285,-122.207
98002,207000.0,Not Buy,47.293,-122.215
98002,235000.0,Not Buy,47.314,-122.208
98002,272000.0,Not Buy,47.285,-122.201
98002,269950.0,Not Buy,47.2868,-122.21
98002,189000.0,Not Buy,47.3025,-122.224
98002,255000.0,Not Buy,47.2925,-122.196
98002,185000.0,Not Buy,47.3342,-122.215
98002,250000.0,Not Buy,47.311,-122.21
98002,294400.0,Not Buy,47.2883,-122.218
98002,140000.0,buy,47.2975,-122.223
98002,249500.0,Not Buy,47.2933,-122.195
98002,128750.0,Not Buy,47.3019,-122.216
98002,190000.0,Not Buy,47.3231,-122.215
98002,292000.0,Not Buy,47.2842,-122.198
98002,250000.0,Not Buy,47.3099,-122.206
98002,246000.0,Not Buy,47.2867,-122.209
98002,150000.0,buy,47.3063,-122.219
98002,247200.0,Not Buy,47.2782,-122.212
98002,220000.0,Not Buy,47.329,-122.219
98002,269950.0,Not Buy,47.294,-122.218
98002,160000.0,Not Buy,47.3336,-122.215
98002,275000.0,Not Buy,47.2844,-122.205
98002,179500.0,Not Buy,47.2866,-122.221
98002,250000.0,Not Buy,47.3414,-122.218
98002,167000.0,Not Buy,47.3344,-122.215
98002,159995.0,Not Buy,47.297,-122.225
98002,255000.0,Not Buy,47.2932,-122.22
98002,270000.0,Not Buy,47.2839,-122.202
98002,270000.0,Not Buy,47.2837,-122.207
98002,288000.0,Not Buy,47.3098,-122.223
98002,209950.0,buy,47.2857,-122.197
98002,235000.0,Not Buy,47.3056,-122.206
98002,268000.0,Not Buy,47.284,-122.202
98002,223000.0,buy,47.3087,-122.206
98002,208000.0,Not Buy,47.2899,-122.219
98002,195500.0,Not Buy,47.3231,-122.219
98002,265000.0,Not Buy,47.3072,-122.221
98002,292000.0,Not Buy,47.3046,-122.222
98002,265000.0,Not Buy,47.2886,-122.218
98002,270000.0,Not Buy,47.2846,-122.192
98002,180000.0,buy,47.3139,-122.212
98002,250000.0,Not Buy,47.3098,-122.209
98002,367500.0,Not Buy,47.33,-122.22
98002,205000.0,Not Buy,47.2891,-122.221
98002,202500.0,Not Buy,47.323,-122.216
98002,257000.0,Not Buy,47.3363,-122.213
98002,201000.0,Not Buy,47.2881,-122.22
98002,190000.0,Not Buy,47.3015,-122.216
98002,189000.0,Not Buy,47.3006,-122.223
98002,340000.0,Not Buy,47.296,-122.219
98002,163500.0,buy,47.2979,-122.223
98002,300000.0,Not Buy,47.303,-122.221
98002,137000.0,Not Buy,47.2921,-122.215
98002,315000.0,Not Buy,47.2959,-122.225
98002,265000.0,Not Buy,47.289,-122.212
98002,219000.0,buy,47.3171,-122.219
98002,235000.0,Not Buy,47.292,-122.195
98002,219500.0,Not Buy,47.3066,-122.217
98002,217000.0,buy,47.2942,-122.226
98002,206000.0,buy,47.2787,-122.205
98002,230000.0,buy,47.2885,-122.218
98002,279950.0,Not Buy,47.3217,-122.205
98002,315000.0,Not Buy,47.3193,-122.212
98002,235000.0,Not Buy,47.2858,-122.212
98002,148900.0,buy,47.3252,-122.208
98002,229500.0,buy,47.3256,-122.209
98002,189900.0,Not Buy,47.297,-122.227
98002,219200.0,buy,47.2775,-122.203
98002,206000.0,Not Buy,47.3029,-122.221
98002,237950.0,Not Buy,47.2888,-122.221
98002,247500.0,Not Buy,47.2835,-122.2
98002,232603.0,buy,47.3173,-122.21
98002,234000.0,Not Buy,47.3089,-122.213
98002,185000.0,Not Buy,47.2857,-122.22
98002,260000.0,Not Buy,47.2977,-122.227
98002,229950.0,Not Buy,47.307,-122.217
98002,193000.0,Not Buy,47.2819,-122.224
98002,329900.0,Not Buy,47.3452,-122.209
98002,319500.0,Not Buy,47.3363,-122.216
98002,319900.0,Not Buy,47.345,-122.21
98002,263000.0,Not Buy,47.3451,-122.215
98002,292000.0,Not Buy,47.3532,-122.211
98002,285000.0,Not Buy,47.3517,-122.21
98002,260000.0,Not Buy,47.3452,-122.215
98002,240000.0,Not Buy,47.3457,-122.217
98002,298000.0,Not Buy,47.3455,-122.21
98002,289950.0,Not Buy,47.3521,-122.211
98002,300000.0,Not Buy,47.2773,-122.216
98002,267000.0,Not Buy,47.3454,-122.214
98002,319900.0,Not Buy,47.3452,-122.21
98002,265000.0,Not Buy,47.3454,-122.214
98002,273500.0,Not Buy,47.3523,-122.212
98002,297000.0,Not Buy,47.3363,-122.211
98002,255900.0,Not Buy,47.3452,-122.217
98002,261000.0,Not Buy,47.3451,-122.214
98002,282900.0,Not Buy,47.3448,-122.217
98002,275000.0,Not Buy,47.3363,-122.215
98002,298900.0,Not Buy,47.3451,-122.209
98002,300000.0,Not Buy,47.3514,-122.213
98002,343000.0,Not Buy,47.3045,-122.211
98002,260000.0,Not Buy,47.3363,-122.217
98002,223990.0,buy,47.346,-122.218
98002,250000.0,Not Buy,47.3457,-122.217
98002,259000.0,Not Buy,47.3528,-122.211
98002,335900.0,Not Buy,47.345,-122.209
98003,257500.0,buy,47.3097,-122.327
98003,230000.0,buy,47.3343,-122.306
98003,199000.0,buy,47.3257,-122.296
98003,220000.0,buy,47.3309,-122.299
98003,282950.0,buy,47.3255,-122.304
98003,472000.0,Not Buy,47.3376,-122.324
98003,225000.0,buy,47.3173,-122.319
98003,210000.0,buy,47.3271,-122.323
98003,335000.0,Not Buy,47.3494,-122.301
98003,264000.0,buy,47.3366,-122.306
98003,314500.0,Not Buy,47.2681,-122.31
98003,290000.0,buy,47.336,-122.319
98003,215000.0,buy,47.3437,-122.316
98003,232500.0,buy,47.3289,-122.327
98003,216000.0,buy,47.3298,-122.297
98003,253000.0,buy,47.3211,-122.325
98003,515000.0,Not Buy,47.3356,-122.333
98003,275000.0,buy,47.3347,-122.304
98003,179950.0,buy,47.3335,-122.305
98003,375000.0,Not Buy,47.3487,-122.304
98003,280000.0,buy,47.3251,-122.329
98003,235000.0,buy,47.3054,-122.305
98003,245000.0,buy,47.346,-122.315
98003,229000.0,buy,47.3058,-122.306
98003,410500.0,Not Buy,47.2592,-122.304
98003,740000.0,Not Buy,47.3466,-122.323
98003,240000.0,buy,47.3452,-122.308
98003,333000.0,Not Buy,47.2697,-122.312
98003,357000.0,Not Buy,47.3371,-122.325
98003,369160.0,Not Buy,47.3367,-122.332
98003,255000.0,buy,47.3487,-122.315
98003,299500.0,Not Buy,47.2735,-122.295
98003,280000.0,buy,47.3258,-122.328
98003,356500.0,Not Buy,47.2809,-122.296
98003,265000.0,buy,47.2808,-122.3
98003,649000.0,Not Buy,47.3424,-122.326
98003,169575.0,buy,47.3327,-122.306
98003,250000.0,buy,47.3327,-122.306
98003,190000.0,buy,47.2741,-122.301
98003,190000.0,buy,47.3364,-122.307
98003,212000.0,buy,47.2881,-122.294
98003,175000.0,buy,47.3035,-122.307
98003,283200.0,buy,47.3348,-122.324
98003,153503.0,buy,47.3241,-122.322
98003,590000.0,Not Buy,47.2843,-122.294
98003,304000.0,Not Buy,47.2635,-122.312
98003,314900.0,Not Buy,47.2877,-122.293
98003,335000.0,Not Buy,47.3554,-122.298
98003,225000.0,buy,47.3172,-122.322
98003,425000.0,Not Buy,47.2598,-122.304
98003,235500.0,Not Buy,47.3307,-122.324
98003,318700.0,Not Buy,47.3386,-122.319
98003,222000.0,buy,47.333,-122.3
98003,273000.0,buy,47.2624,-122.299
98003,530000.0,Not Buy,47.3376,-122.323
98003,345000.0,Not Buy,47.341,-122.318
98003,205500.0,buy,47.2619,-122.298
